-2, 0
-1.99198, 0
-1.98397, 0
-1.97595, 0
-1.96794, 0
-1.95992, 0
-1.9519, 0
-1.94389, 0
-1.93587, 0
-1.92786, 0
-1.91984, 0
-1.91182, 0
-1.90381, 0
-1.89579, 0
-1.88778, 0
-1.87976, 0
-1.87174, 0
-1.86373, 0
-1.85571, 0
-1.8477, 0
-1.83968, 0
-1.83166, 0
-1.82365, 0
-1.81563, 0
-1.80762, 0
-1.7996, 0
-1.79158, 0
-1.78357, 0
-1.77555, 0
-1.76754, 0
-1.75952, 0
-1.7515, 0
-1.74349, 0
-1.73547, 0
-1.72745, 0
-1.71944, 0
-1.71142, 0
-1.70341, 0
-1.69539, 0
-1.68737, 0
-1.67936, 0
-1.67134, 0
-1.66333, 0
-1.65531, 0
-1.64729, 0
-1.63928, 0
-1.63126, 0
-1.62325, 0
-1.61523, 0
-1.60721, 0
-1.5992, 0
-1.59118, 0
-1.58317, 0
-1.57515, 0
-1.56713, 0
-1.55912, 0
-1.5511, 0
-1.54309, 0
-1.53507, 0
-1.52705, 0
-1.51904, 0
-1.51102, 0
-1.50301, 0
-1.49499, 0
-1.48697, 0
-1.47896, 0
-1.47094, 0
-1.46293, 0
-1.45491, 0
-1.44689, 0
-1.43888, 0
-1.43086, 0
-1.42285, 0
-1.41483, 0
-1.40681, 0
-1.3988, 0
-1.39078, 0
-1.38277, 0
-1.37475, 0
-1.36673, 0
-1.35872, 0
-1.3507, 0
-1.34269, 0
-1.33467, 0
-1.32665, 0
-1.31864, 0
-1.31062, 0
-1.30261, 0
-1.29459, 0
-1.28657, 0
-1.27856, 0
-1.27054, 0
-1.26253, 0
-1.25451, 0
-1.24649, 0
-1.23848, 0
-1.23046, 0
-1.22244, 0
-1.21443, 0
-1.20641, 0
-1.1984, 0
-1.19038, 0
-1.18236, 0
-1.17435, 0
-1.16633, 0
-1.15832, 0
-1.1503, 0
-1.14228, 0
-1.13427, 0
-1.12625, 0
-1.11824, 0
-1.11022, 0
-1.1022, 0
-1.09419, 0
-1.08617, 0
-1.07816, 0
-1.07014, 0
-1.06212, 0
-1.05411, 0
-1.04609, 0
-1.03808, 0
-1.03006, 0
