11.7064,0,11.7064
0.82599,-1.28385,1.52661
-10.4847,-118.956,119.417
4.96545,-11.8664,12.8634
4.89359,-133.177,133.267
6.77087,13.1182,14.7625
0.793408,-127.584,127.586
-1.55025,-7.59645,7.75302
8.97691,-15.2086,17.6603
-1.72656,-9.95924,10.1078
1.20334,12.2921,12.3508
-4.93481,-0.645649,4.97687
0.17423,7.00387,7.00603
-5.95328,-7.35537,9.46271
8.88056,6.26479,10.8679
-0.612372,3.92101,3.96854
7.55939,1.9823,7.81498
12.0488,-3.55789,12.5631
-2.92284,-2.10073,3.59945
7.13971,-2.293,7.49889
1.66693,6.82516,7.02577
0.729743,-13.8849,13.904
-2.94761,-2.43685,3.82448
-2.21809,-6.4666,6.83644
6.56173,11.1098,12.9029
-12.2085,-5.58235,13.4243
-3.8361,-8.80225,9.60184
-3.23586,0.768523,3.32588
-1.77566,-2.96648,3.45731
3.01741,-7.16255,7.77219
-3.36918,-1.15952,3.56313
9.67009,-1.00092,9.72175
-0.807871,11.6951,11.723
5.09981,1.2669,5.25482
5.53338,-4.6092,7.2016
-0.732986,-10.0536,10.0803
-10.231,-1.12964,10.2931
10.3647,-2.2382,10.6036
1.01824,-8.80959,8.86824
-1.01076,-7.20111,7.2717
-4.22413,-0.367674,4.2401
-4.92868,9.97911,11.1299
7.47288,-7.40571,10.5209
9.59418,1.72189,9.74747
-3.24042,4.02726,5.16906
-0.762476,7.06949,7.11049
-0.571712,-3.49606,3.5425
0.471509,0.536396,0.714172
1.28858,9.32608,9.41468
3.41466,4.98491,6.04229
-1.88095,-2.34519,3.00631
-11.5383,8.94145,14.5973
3.72207,0.795525,3.80613
8.26517,1.35715,8.37585
-8.36568,8.04542,11.6066
-0.335242,-2.74546,2.76585
12.3127,2.04828,12.4819
-6.13402,6.04154,8.60967
4.99006,-7.26165,8.81092
-3.71915,2.03808,4.24097
-5.92197,7.96846,9.92804
-14.7177,7.86604,16.6879
4.4115,3.31217,5.5165
-1.00904,-4.24272,4.36106
-9.79091,5.96277,11.4637
0.415783,4.38389,4.40356
4.30824,2.7699,5.12184
8.19981,-8.59523,11.8792
10.9859,-8.3638,13.8074
-2.90741,8.95615,9.41625
5.07429,16.7397,17.4918
-1.35278,3.01337,3.30309
0.231343,1.77077,1.78582
3.0343,1.82627,3.5415
-4.29725,-5.89992,7.299
1.71552,0.308679,1.74307
-1.2551,-0.411305,1.32077
8.9528,-4.2066,9.89182
6.05772,-8.42219,10.3744
-7.71406,7.52007,10.773
8.45147,-6.10345,10.4249
-4.67787,6.72613,8.19288
0.853659,5.20138,5.27097
7.51984,-7.45155,10.5865
4.56333,-9.9759,10.9701
-4.78015,1.10556,4.90633
-3.6945,-2.7711,4.61826
-14.0922,11.2319,18.0207
1.1197,1.10492,1.57308
5.44231,-0.250562,5.44808
0.908925,2.18833,2.36958
-2.99259,-3.07368,4.28989
4.2236,-0.983354,4.33656
3.70089,-4.36707,5.72432
-12.3196,-0.181816,12.3209
0.857035,-12.6849,12.7138
-5.06292,3.35642,6.07443
-3.33692,2.51367,4.17774
-5.96617,-4.0492,7.2105
3.62856,-2.2916,4.29161
12.7307,-3.33677,13.1608
-7.5573,0.0745884,7.55766
4.50055,3.64219,5.78969
5.59566,3.72238,6.72067
-11.9135,0.419925,11.9209
11.9062,5.62107,13.1664
-4.02796,4.95476,6.38546
-3.28237,-2.75055,4.28246
-0.182097,6.16696,6.16965
1.53625,1.96479,2.49409
19.0847,-5.31156,19.8101
10.9938,6.25179,12.6471
0.189467,8.74563,8.74768
-8.52889,-6.9438,10.9981
8.56687,3.14622,9.12634
-15.7624,-5.70833,16.7642
4.68056,-3.36107,5.76233
-5.129,8.5176,9.94264
8.37371,12.6761,15.1922
4.15321,1.2946,4.3503
-1.46881,-1.55474,2.13884
-5.12791,-6.47137,8.25676
8.42675,-16.2404,18.2965
0.540994,10.1106,10.1251
-1.35487,-11.4625,11.5423
10.7292,-3.72473,11.3573
1.05641,-5.14647,5.25377
4.84322,-9.9147,11.0344
-8.54486,0,8.54486
4.84322,9.9147,11.0344
1.05641,5.14647,5.25377
10.7292,3.72473,11.3573
-1.35487,11.4625,11.5423
0.540994,-10.1106,10.1251
8.42675,16.2404,18.2965
-5.12791,6.47137,8.25676
-1.46881,1.55474,2.13884
4.15321,-1.2946,4.3503
8.37371,-12.6761,15.1922
-5.129,-8.5176,9.94264
4.68056,3.36107,5.76233
-15.7624,5.70833,16.7642
8.56687,-3.14622,9.12634
-8.52889,6.9438,10.9981
0.189467,-8.74563,8.74768
10.9938,-6.25179,12.6471
19.0847,5.31156,19.8101
1.53625,-1.96479,2.49409
-0.182097,-6.16696,6.16965
-3.28237,2.75055,4.28246
-4.02796,-4.95476,6.38546
11.9062,-5.62107,13.1664
-11.9135,-0.419925,11.9209
5.59566,-3.72238,6.72067
4.50055,-3.64219,5.78969
-7.5573,-0.0745884,7.55766
12.7307,3.33677,13.1608
3.62856,2.2916,4.29161
-5.96617,4.0492,7.2105
-3.33692,-2.51367,4.17774
